scenario,zone_id,pixel_count,area_m2,area_ha,input_file,salinity_mean,depth_mean,temperature_mean,sedimentation_mean
check4factor,86,92,36800,3.68,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.367,29.073,8.214
check4factor,87,99,39600,3.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.504,29.073,5.612
check4factor,88,1371,548400,54.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.192,29.073,5.612
check4factor,89,104,41600,4.16,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.263,29.073,4.196
check4factor,90,899,359600,35.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.293,29.073,4.196
check4factor,91,110,44000,4.4,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.304,29.073,8.214
check4factor,92,118,47200,4.72,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.21,29.073,4.196
check4factor,93,77,30800,3.08,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.299,29.073,4.196
check4factor,94,64,25600,2.56,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.443,29.073,4.196
check4factor,95,343,137200,13.72,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.409,29.073,8.214
check4factor,96,611,244400,24.44,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.275,29.073,5.612
check4factor,97,57,22800,2.28,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.526,29.073,5.612
check4factor,98,157,62800,6.28,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.363,29.073,8.214
check4factor,99,107,42800,4.28,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.377,29.073,5.612
check4factor,100,821,328400,32.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.329,29.073,5.612
check4factor,101,56,22400,2.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.458,29.073,4.196
check4factor,102,336,134400,13.44,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.24,29.073,4.196
check4factor,103,60,24000,2.4,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.349,29.073,5.656
check4factor,104,283,113200,11.32,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.289,29.073,4.501
check4factor,105,116,46400,4.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.263,29.073,4.196
check4factor,106,456,182400,18.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.445,29.073,8.214
check4factor,107,50,20000,2.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.514,29.073,8.214
check4factor,108,117,46800,4.68,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.221,29.073,6.035
check4factor,109,261,104400,10.44,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.342,28.936,13.455
check4factor,110,66,26400,2.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.443,29.073,8.214
check4factor,111,64,25600,2.56,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.478,29.073,5.612
check4factor,112,363,145200,14.52,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.459,29.073,7.19
check4factor,113,59,23600,2.36,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.342,29.073,8.214
check4factor,114,174,69600,6.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.253,29.073,4.573
check4factor,115,825,330000,33.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.87,7.336,29.011,6.854
check4factor,116,72,28800,2.88,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.445,29.073,4.46
check4factor,117,59,23600,2.36,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.163,29.073,3.478
check4factor,118,67,26800,2.68,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.482,28.936,7.981
check4factor,119,462,184800,18.48,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.294,28.936,7.981
check4factor,120,1718,687200,68.72,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.302,29.073,5.919
check4factor,121,147,58800,5.88,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.302,29.073,5.919
check4factor,122,15083,6033200,603.32,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.221,28.936,9.706
check4factor,123,299,119600,11.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.345,29.073,5.919
check4factor,124,202,80800,8.08,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.167,29.073,5.919
check4factor,125,121,48400,4.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.439,29.073,5.919
check4factor,126,151,60400,6.04,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.417,29.073,5.919
check4factor,127,58,23200,2.32,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.587,29.073,5.919
check4factor,128,75,30000,3.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.395,29.073,4.46
check4factor,129,107,42800,4.28,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.245,29.073,4.46
check4factor,130,70,28000,2.8,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.157,28.936,7.981
check4factor,131,50,20000,2.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.413,28.936,7.981
check4factor,132,70,28000,2.8,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.469,29.073,4.46
check4factor,133,331,132400,13.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.473,28.936,7.981
check4factor,134,74,29600,2.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.518,29.073,4.46
check4factor,135,50,20000,2.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.554,28.936,7.981
check4factor,136,91,36400,3.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.392,28.936,7.981
check4factor,137,73,29200,2.92,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.528,29.073,4.46
check4factor,138,117,46800,4.68,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.372,29.073,4.46
check4factor,139,62,24800,2.48,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.666,29.073,4.46
check4factor,140,55,22000,2.2,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.386,29.073,4.832
check4factor,141,221,88400,8.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.243,28.944,7.765
check4factor,142,71,28400,2.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.866,7.543,29.073,4.46
check4factor,143,1040,416000,41.6,factor_suitability_2025_Depth_35m_2025_highest.tif,32.875,7.5,28.981,9.541
check4factor,144,62,24800,2.48,factor_suitability_2025_Depth_35m_2025_highest.tif,32.874,7.358,28.936,7.981
check4factor,145,797,318800,31.88,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.327,29.001,6.512
check4factor,146,135,54000,5.4,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.41,29.015,5.805
check4factor,147,146,58400,5.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.399,29.015,5.805
check4factor,148,122,48800,4.88,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.55,29.015,7.503
check4factor,149,102,40800,4.08,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.443,29.015,7.503
check4factor,150,310,124000,12.4,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.571,29.015,7.503
check4factor,151,4225,1690000,169.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.257,29.015,7.826
check4factor,152,88,35200,3.52,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.546,29.015,7.503
check4factor,153,56,22400,2.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.318,29.015,5.805
check4factor,154,111,44400,4.44,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.302,29.015,7.503
check4factor,155,86,34400,3.44,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.409,29.015,5.805
check4factor,156,6328,2531200,253.12,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.329,29.015,7.475
check4factor,157,81,32400,3.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.433,29.015,7.503
check4factor,158,491,196400,19.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.249,29.015,10.973
check4factor,159,59,23600,2.36,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.546,29.015,5.805
check4factor,160,138,55200,5.52,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.537,29.015,5.805
check4factor,161,75,30000,3.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.41,29.015,5.805
check4factor,162,345,138000,13.8,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.272,29.015,9.726
check4factor,163,564,225600,22.56,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.369,29.015,7.503
check4factor,164,749,299600,29.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.354,29.015,9.768
check4factor,165,59,23600,2.36,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.16,29.015,7.503
check4factor,166,226,90400,9.04,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.595,29.015,7.503
check4factor,167,106,42400,4.24,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.205,29.015,7.503
check4factor,168,50,20000,2.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.647,29.015,10.487
check4factor,169,71,28400,2.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.673,29.015,10.973
check4factor,170,59,23600,2.36,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.685,29.015,10.973
check4factor,171,62,24800,2.48,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.204,29.015,7.4
check4factor,172,112,44800,4.48,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.552,29.015,7.143
check4factor,173,66,26400,2.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.481,29.015,7.319
check4factor,174,50,20000,2.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.487,29.015,7.119
check4factor,175,116,46400,4.64,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.631,29.015,8.86
check4factor,176,73,29200,2.92,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.508,29.015,6.863
check4factor,177,249,99600,9.96,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.241,29.015,5.346
check4factor,178,4851,1940400,194.04,factor_suitability_2025_Depth_35m_2025_highest.tif,32.884,6.865,28.942,10.542
check4factor,179,75,30000,3.0,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.529,29.015,6.681
check4factor,180,176,70400,7.04,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.324,29.015,6.492
check4factor,181,146,58400,5.84,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.247,29.015,6.863
check4factor,182,194,77600,7.76,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.179,29.015,6.863
check4factor,183,77,30800,3.08,factor_suitability_2025_Depth_35m_2025_highest.tif,32.876,7.165,29.015,6.863
