zone_id,pixel_count,area_m2,area_ha
238,33,13200,1.32
239,46,18400,1.84
240,70,28000,2.8
241,42,16800,1.68
242,29,11600,1.16
243,38,15200,1.52
244,39,15600,1.56
245,34,13600,1.36
246,261,104400,10.44
247,26,10400,1.04
248,70,28000,2.8
249,307,122800,12.28
250,29,11600,1.16
251,331,132400,13.24
252,319,127600,12.76
253,63,25200,2.52
254,223,89200,8.92
255,26,10400,1.04
256,31,12400,1.24
257,117,46800,4.68
258,426,170400,17.04
259,412,164800,16.48
260,37,14800,1.48
261,53,21200,2.12
262,25,10000,1.0
263,31,12400,1.24
264,26,10400,1.04
265,48,19200,1.92
266,46,18400,1.84
267,262,104800,10.48
268,29,11600,1.16
269,130,52000,5.2
270,36,14400,1.44
271,67,26800,2.68
272,93,37200,3.72
273,224,89600,8.96
274,50,20000,2.0
275,42,16800,1.68
276,65,26000,2.6
277,43,17200,1.72
278,33,13200,1.32
279,579,231600,23.16
280,33,13200,1.32
281,1387,554800,55.48
282,29,11600,1.16
283,109,43600,4.36
284,64,25600,2.56
285,792,316800,31.68
286,72,28800,2.88
287,32,12800,1.28
288,395,158000,15.8
289,29,11600,1.16
290,103,41200,4.12
291,59,23600,2.36
292,46,18400,1.84
293,56,22400,2.24
294,27,10800,1.08
295,34,13600,1.36
296,27,10800,1.08
297,33,13200,1.32
298,106,42400,4.24
299,28,11200,1.12
300,83,33200,3.32
301,39,15600,1.56
302,41,16400,1.64
303,30,12000,1.2
304,327,130800,13.08
305,105,42000,4.2
306,26,10400,1.04
307,27,10800,1.08
308,225,90000,9.0
309,66,26400,2.64
310,38,15200,1.52
311,90,36000,3.6
312,53,21200,2.12
313,32,12800,1.28
314,75,30000,3.0
315,69,27600,2.76
316,35,14000,1.4
317,45,18000,1.8
318,71,28400,2.84
319,98,39200,3.92
320,44,17600,1.76
321,29,11600,1.16
322,44,17600,1.76
323,107,42800,4.28
324,32,12800,1.28
325,34,13600,1.36
